date,cpi,cpi_1,cpi_2,cpi_3,m4,m4_1,m4_2,m4_3,m4_lend,m4_lend_1,m4_lend_2,m4_lend_3,loans,loans_1,loans_2,loans_3,net_lend,net_lend_1,net_lend_2,net_lend_3,br,br_1,br_2,br_3,gscpi,gscpi_1,gscpi_2,gscpi_3,GBP/US,GBP/US_1,GBP/US_2,GBP/US_3,GBP/EU,GBP/EU_1,GBP/EU_2,GBP/EU_3,unemply,unemply_1,unemply_2,unemply_3,awe,awe_1,awe_2,awe_3,oil_pl,oil_pl_1,oil_pl_2,oil_pl_3,us_gdp,us_gdp_1,us_gdp_2,us_gdp_3,eu_gdp,eu_gdp_1,eu_gdp_2,eu_gdp_3,sr,sr_1,sr_2,sr_3,imp,imp_1,imp_2,imp_3,exp,exp_1,exp_2,exp_3,expp,expp_1,expp_2,expp_3,pop,pop_1,pop_2,pop_3,visa,visa_1,visa_2,visa_3,A_MoM,A_MoM_1,A_MoM_2,A_MoM_3,A_QoQ,A_QoQ_1,A_QoQ_2,A_QoQ_3,B_MoM,B_MoM_1,B_MoM_2,B_MoM_3,BE_MoM,BE_MoM_1,BE_MoM_2,BE_MoM_3,BE_QoQ,BE_QoQ_1,BE_QoQ_2,BE_QoQ_3,C_MoM,C_MoM_1,C_MoM_2,C_MoM_3,C_QoQ,C_QoQ_1,C_QoQ_2,C_QoQ_3,D_MoM,D_MoM_1,D_MoM_2,D_MoM_3,E_MoM,E_MoM_1,E_MoM_2,E_MoM_3,F_MoM,F_MoM_1,F_MoM_2,F_MoM_3,F_QoQ,F_QoQ_1,F_QoQ_2,F_QoQ_3,G_MoM,G_MoM_1,G_MoM_2,G_MoM_3,GT_MoM,GT_MoM_1,GT_MoM_2,GT_MoM_3,GT_QoQ,GT_QoQ_1,GT_QoQ_2,GT_QoQ_3,GVA_MoM,GVA_MoM_1,GVA_MoM_2,GVA_MoM_3,H_MoM,H_MoM_1,H_MoM_2,H_MoM_3,I_MoM,I_MoM_1,I_MoM_2,I_MoM_3,IOS_MoM,IOS_MoM_1,IOS_MoM_2,IOS_MoM_3,IOP_MoM,IOP_MoM_1,IOP_MoM_2,IOP_MoM_3,J_MoM,J_MoM_1,J_MoM_2,J_MoM_3,K_MoM,K_MoM_1,K_MoM_2,K_MoM_3,L_MoM,L_MoM_1,L_MoM_2,L_MoM_3,M_MoM,M_MoM_1,M_MoM_2,M_MoM_3,O_MoM,O_MoM_1,O_MoM_2,O_MoM_3,N_MoM,N_MoM_1,N_MoM_2,N_MoM_3,P_MoM,P_MoM_1,P_MoM_2,P_MoM_3,P3G_QoQ,P3G_QoQ_1,P3G_QoQ_2,P3G_QoQ_3,P3H_QoQ,P3H_QoQ_1,P3H_QoQ_2,P3H_QoQ_3,P3N_QoQ,P3N_QoQ_1,P3N_QoQ_2,P3N_QoQ_3,P51_QoQ,P51_QoQ_1,P51_QoQ_2,P51_QoQ_3,P51S_QoQ,P51S_QoQ_1,P51S_QoQ_2,P51S_QoQ_3,P6_QoQ,P6_QoQ_1,P6_QoQ_2,P6_QoQ_3,P7_QoQ,P7_QoQ_1,P7_QoQ_2,P7_QoQ_3,Q_MoM,Q_MoM_1,Q_MoM_2,Q_MoM_3,R_MoM,R_MoM_1,R_MoM_2,R_MoM_3,S_MoM,S_MoM_1,S_MoM_2,S_MoM_3,T_MoM,T_MoM_1,T_MoM_2,T_MoM_3
2004-06-01,76.637,76.358,76.088,75.953,8.2,7.6,7.9,8.4,12.1,12.3,12.3,12.2,12108.0,12650.0,7187.0,11241.0,,,,,4.225,4.0,4.0,3.9625,0.3459053902594175,0.4022464427530768,-0.01832467725988496,-0.3771056525538954,1.789090476190476,1.803609090909091,1.826747826086957,1.8673,1.489461904761904,1.503413636363637,1.48904347826087,1.47739,4.8,4.8,4.8,4.8,363.0,362.0,361.0,352.0,12.81261211,11.39785951,11.20942735,10.08186284,,,3812170.0,,,,2904917.6,,,,4.17286,,,,0.295131916879122,,,,3.51258837823458,,,,-1.44548702244859,,,,59872.0,,,,,,-0.9,-1.7,-1.4,-1.2,,,-2.7,,-1.5,-0.3,1.3,-0.7,-1.1,0.3,0.0,-0.1,,,0.7,,-0.9,0.6,-0.3,0.3,,,1.8,,-2.9,-2.6,-0.1,-2.8,-1.9,0.7,1.3,-1.3,-1.3,-1.8,-0.9,0.1,,,1.9,,0.9,-0.4,0.3,0.3,0.8,-0.1,0.6,0.0,,,0.1,,0.35,-0.12,0.39,0.0,2.8,-2.1,1.0,-0.7,-0.3,0.7,0.6,-2.1,0.8,-0.1,0.6,0.0,-0.011,0.003,0.0,-0.001,1.7,-0.3,1.9,0.1,1.5,0.2,1.2,0.2,0.7,0.8,-0.4,-0.4,2.0,-0.2,2.5,-1.3,0.5,-0.4,-0.2,0.3,0.6,-1.4,3.0,3.2,0.0,0.8,-1.0,-0.4,,,0.3,,,,0.6,,,,1.0,,,,3.0,,,,0.8,,,,0.9,,,,0.5,,-0.3,-0.5,-0.3,0.1,1.2,2.5,-1.4,3.6,-4.2,3.3,2.2,0.6,-0.9,-2.5,6.9,19.0
2004-07-01,76.601,76.637,76.358,76.088,8.0,8.2,7.6,7.9,12.3,12.1,12.3,12.3,15439.0,12108.0,12650.0,7187.0,,,,,4.420454545454546,4.225,4.0,4.0,0.4067312677807675,0.3459053902594175,0.4022464427530768,-0.01832467725988496,1.827481818181818,1.789090476190476,1.803609090909091,1.826747826086957,1.505,1.489461904761904,1.503413636363637,1.48904347826087,4.8,4.8,4.8,4.8,364.0,363.0,362.0,361.0,12.28134501,12.81261211,11.39785951,11.20942735,3841712.5,,,3812170.0,2923831.0,,,2904917.6,4.57106,,,4.17286,0.310517621259361,,,0.295131916879122,6.07033747185164,,,3.51258837823458,-5.53233070581939,,,-1.44548702244859,59950.0,,,59872.0,,,,,-0.3,-0.9,-1.7,-1.4,-3.8,,,-2.7,4.6,-1.5,-0.3,1.3,-0.3,-1.1,0.3,0.0,-0.6,,,0.7,-0.6,-0.9,0.6,-0.3,-0.3,,,1.8,-5.1,-2.9,-2.6,-0.1,1.0,-1.9,0.7,1.3,-0.6,-1.3,-1.8,-0.9,-3.4,,,1.9,1.1,0.9,-0.4,0.3,0.5,0.8,-0.1,0.6,1.1,,,0.1,0.33,0.35,-0.12,0.39,1.6,2.8,-2.1,1.0,0.3,-0.3,0.7,0.6,0.5,0.8,-0.1,0.6,-0.003,-0.011,0.003,0.0,2.1,1.7,-0.3,1.9,1.4,1.5,0.2,1.2,0.4,0.7,0.8,-0.4,-1.5,2.0,-0.2,2.5,0.0,0.5,-0.4,-0.2,-0.3,0.6,-1.4,3.0,-0.1,0.0,0.8,-1.0,1.1,,,0.3,0.9,,,0.6,-1.6,,,1.0,-0.6,,,3.0,-8.0,,,0.8,1.5,,,0.9,2.4,,,0.5,0.0,-0.3,-0.5,-0.3,1.3,1.2,2.5,-1.4,1.1,-4.2,3.3,2.2,-0.8,-0.9,-2.5,6.9
2004-08-01,76.405,76.601,76.637,76.358,9.2,8.0,8.2,7.6,12.9,12.3,12.1,12.3,15879.0,15439.0,12108.0,12650.0,,,,,4.5,4.420454545454546,4.225,4.0,-0.4510574919188781,0.4067312677807675,0.3459053902594175,0.4022464427530768,1.842863636363636,1.827481818181818,1.789090476190476,1.803609090909091,1.502313636363636,1.505,1.489461904761904,1.503413636363637,4.7,4.8,4.8,4.8,365.0,364.0,363.0,362.0,12.5964477,12.28134501,12.81261211,11.39785951,,3841712.5,,,,2923831.0,,,,4.57106,,,,0.310517621259361,,,,6.07033747185164,,,,-5.53233070581939,,,,59950.0,,,,,,,-0.3,-0.3,-0.9,-1.7,,-3.8,,,-0.7,4.6,-1.5,-0.3,-0.5,-0.3,-1.1,0.3,,-0.6,,,-0.2,-0.6,-0.9,0.6,,-0.3,,,-0.1,-5.1,-2.9,-2.6,-3.3,1.0,-1.9,0.7,-0.2,-0.6,-1.3,-1.8,,-3.4,,,-0.4,1.1,0.9,-0.4,0.1,0.5,0.8,-0.1,,1.1,,,-0.02,0.33,0.35,-0.12,0.2,1.6,2.8,-2.1,0.2,0.3,-0.3,0.7,0.1,0.5,0.8,-0.1,-0.005,-0.003,-0.011,0.003,0.9,2.1,1.7,-0.3,1.1,1.4,1.5,0.2,-1.0,0.4,0.7,0.8,2.0,-1.5,2.0,-0.2,0.1,0.0,0.5,-0.4,-0.4,-0.3,0.6,-1.4,0.0,-0.1,0.0,0.8,,1.1,,,,0.9,,,,-1.6,,,,-0.6,,,,-8.0,,,,1.5,,,,2.4,,,0.3,0.0,-0.3,-0.5,-1.6,1.3,1.2,2.5,-0.5,1.1,-4.2,3.3,5.4,-0.8,-0.9,-2.5
2004-09-01,76.602,76.405,76.601,76.637,9.8,9.2,8.0,8.2,13.8,12.9,12.3,12.1,12273.0,15879.0,15439.0,12108.0,,,,,4.715909090909091,4.5,4.420454545454546,4.225,0.07275709612269705,-0.4510574919188781,0.4067312677807675,0.3459053902594175,1.820372727272727,1.842863636363636,1.827481818181818,1.789090476190476,1.493190909090909,1.502313636363636,1.505,1.489461904761904,4.7,4.7,4.8,4.8,367.0,365.0,364.0,363.0,14.34524181,12.5964477,12.28134501,12.81261211,,,3841712.5,,,,2923831.0,,,,4.57106,,,,0.310517621259361,,,,6.07033747185164,,,,-5.53233070581939,,,,59950.0,,,,,,-1.2,-0.3,-0.3,-0.9,,,-3.8,,-4.1,-0.7,4.6,-1.5,-1.5,-0.5,-0.3,-1.1,,,-0.6,,-1.3,-0.2,-0.6,-0.9,,,-0.3,,-1.3,-0.1,-5.1,-2.9,-0.3,-3.3,1.0,-1.9,-0.1,-0.2,-0.6,-1.3,,,-3.4,,-0.3,-0.4,1.1,0.9,0.0,0.1,0.5,0.8,,,1.1,,-0.25,-0.02,0.33,0.35,-3.7,0.2,1.6,2.8,-0.6,0.2,0.3,-0.3,0.0,0.1,0.5,0.8,-0.015,-0.005,-0.003,-0.011,1.6,0.9,2.1,1.7,3.2,1.1,1.4,1.5,-0.3,-1.0,0.4,0.7,0.0,2.0,-1.5,2.0,0.0,0.1,0.0,0.5,0.0,-0.4,-0.3,0.6,0.5,0.0,-0.1,0.0,,,1.1,,,,0.9,,,,-1.6,,,,-0.6,,,,-8.0,,,,1.5,,,,2.4,,0.5,0.3,0.0,-0.3,-5.2,-1.6,1.3,1.2,-1.0,-0.5,1.1,-4.2,-3.1,5.4,-0.8,-0.9
2004-10-01,76.678,76.602,76.405,76.601,9.0,9.8,9.2,8.0,13.8,13.8,12.9,12.3,13652.0,12273.0,15879.0,15439.0,,,,,4.75,4.715909090909091,4.5,4.420454545454546,-0.01496438723007502,0.07275709612269705,-0.4510574919188781,0.4067312677807675,1.792159090909091,1.820372727272727,1.842863636363636,1.827481818181818,1.467636363636363,1.493190909090909,1.502313636363636,1.505,4.7,4.7,4.7,4.8,369.0,367.0,365.0,364.0,14.77978447,14.34524181,12.5964477,12.28134501,3878154.8,,,3841712.5,2932664.0,,,2923831.0,4.92225333333333,,,4.57106,0.31679457556862,,,0.310517621259361,5.24472161405853,,,6.07033747185164,-1.83311033811408,,,-5.53233070581939,60066.0,,,59950.0,,,,,-2.3,-1.2,-0.3,-0.3,-2.4,,,-3.8,-8.7,-4.1,-0.7,4.6,-0.3,-1.5,-0.5,-0.3,-2.1,,,-0.6,1.0,-1.3,-0.2,-0.6,-1.4,,,-0.3,-4.4,-1.3,-0.1,-5.1,0.4,-0.3,-3.3,1.0,-0.4,-0.1,-0.2,-0.6,-1.2,,,-3.4,0.7,-0.3,-0.4,1.1,0.6,0.0,0.1,0.5,0.9,,,1.1,0.36,-0.25,-0.02,0.33,0.5,-3.7,0.2,1.6,1.2,-0.6,0.2,0.3,0.6,0.0,0.1,0.5,-0.003,-0.015,-0.005,-0.003,1.2,1.6,0.9,2.1,3.6,3.2,1.1,1.4,-0.1,-0.3,-1.0,0.4,-0.5,0.0,2.0,-1.5,0.3,0.0,0.1,0.0,-0.5,0.0,-0.4,-0.3,-0.8,0.5,0.0,-0.1,0.6,,,1.1,0.5,,,0.9,2.0,,,-1.6,1.8,,,-0.6,5.9,,,-8.0,1.3,,,1.5,2.7,,,2.4,0.5,0.5,0.3,0.0,0.7,-5.2,-1.6,1.3,2.1,-1.0,-0.5,1.1,-8.5,-3.1,5.4,-0.8
2004-11-01,76.878,76.678,76.602,76.405,9.6,9.0,9.8,9.2,13.0,13.8,13.8,12.9,11307.0,13652.0,12273.0,15879.0,,,,,4.75,4.75,4.715909090909091,4.5,-0.5993108648410935,-0.01496438723007502,0.07275709612269705,-0.4510574919188781,1.806485714285714,1.792159090909091,1.820372727272727,1.842863636363636,1.445509523809524,1.467636363636363,1.493190909090909,1.502313636363636,4.7,4.7,4.7,4.7,372.0,369.0,367.0,365.0,16.99946427,14.77978447,14.34524181,12.5964477,,3878154.8,,,,2932664.0,,,,4.92225333333333,,,,0.31679457556862,,,,5.24472161405853,,,,-1.83311033811408,,,,60066.0,,,,,,,-2.2,-2.3,-1.2,-0.3,,-2.4,,,5.6,-8.7,-4.1,-0.7,0.1,-0.3,-1.5,-0.5,,-2.1,,,-0.3,1.0,-1.3,-0.2,,-1.4,,,-2.3,-4.4,-1.3,-0.1,-0.2,0.4,-0.3,-3.3,-0.7,-0.4,-0.1,-0.2,,-1.2,,,-0.1,0.7,-0.3,-0.4,0.5,0.6,0.0,0.1,,0.9,,,0.37,0.36,-0.25,-0.02,3.6,0.5,-3.7,0.2,0.3,1.2,-0.6,0.2,0.5,0.6,0.0,0.1,0.001,-0.003,-0.015,-0.005,-0.9,1.2,1.6,0.9,2.2,3.6,3.2,1.1,-0.4,-0.1,-0.3,-1.0,0.2,-0.5,0.0,2.0,0.1,0.3,0.0,0.1,0.6,-0.5,0.0,-0.4,1.8,-0.8,0.5,0.0,,0.6,,,,0.5,,,,2.0,,,,1.8,,,,5.9,,,,1.3,,,,2.7,,,0.3,0.5,0.5,0.3,1.2,0.7,-5.2,-1.6,1.4,2.1,-1.0,-0.5,2.7,-8.5,-3.1,5.4
2004-12-01,77.031,76.878,76.678,76.602,8.9,9.6,9.0,9.8,12.4,13.0,13.8,13.8,7241.0,11307.0,13652.0,12273.0,,,,,4.75,4.75,4.75,4.715909090909091,-0.04615810851705307,-0.5993108648410935,-0.01496438723007502,0.07275709612269705,1.860322727272728,1.806485714285714,1.792159090909091,1.820372727272727,1.431081818181818,1.445509523809524,1.467636363636363,1.493190909090909,4.7,4.7,4.7,4.7,372.0,372.0,369.0,367.0,15.25306998,16.99946427,14.77978447,14.34524181,,,3878154.8,,,,2932664.0,,,,4.92225333333333,,,,0.31679457556862,,,,5.24472161405853,,,,-1.83311033811408,,,,60066.0,,,,,,0.6,-2.2,-2.3,-1.2,,,-2.4,,2.3,5.6,-8.7,-4.1,0.5,0.1,-0.3,-1.5,,,-2.1,,0.7,-0.3,1.0,-1.3,,,-1.4,,-3.6,-2.3,-4.4,-1.3,0.3,-0.2,0.4,-0.3,-0.1,-0.7,-0.4,-0.1,,,-1.2,,0.2,-0.1,0.7,-0.3,0.1,0.5,0.6,0.0,,,0.9,,0.15,0.37,0.36,-0.25,0.7,3.6,0.5,-3.7,1.0,0.3,1.2,-0.6,0.1,0.5,0.6,0.0,0.005,0.001,-0.003,-0.015,1.5,-0.9,1.2,1.6,0.5,2.2,3.6,3.2,-0.9,-0.4,-0.1,-0.3,0.3,0.2,-0.5,0.0,-0.4,0.1,0.3,0.0,0.5,0.6,-0.5,0.0,-0.8,1.8,-0.8,0.5,,,0.6,,,,0.5,,,,2.0,,,,1.8,,,,5.9,,,,1.3,,,,2.7,,0.2,0.3,0.5,0.5,0.1,1.2,0.7,-5.2,-0.9,1.4,2.1,-1.0,-11.6,2.7,-8.5,-3.1
2005-01-01,77.433,77.031,76.878,76.678,9.3,8.9,9.6,9.0,12.7,12.4,13.0,13.8,8615.0,7241.0,11307.0,13652.0,,,,,4.75,4.75,4.75,4.75,0.1134757030726111,-0.04615810851705307,-0.5993108648410935,-0.01496438723007502,1.927408695652174,1.860322727272728,1.806485714285714,1.792159090909091,1.438639130434783,1.431081818181818,1.445509523809524,1.467636363636363,4.7,4.7,4.7,4.7,373.0,372.0,372.0,369.0,13.22481323,15.25306998,16.99946427,14.77978447,3917720.0,,,3878154.8,2946878.3,,,2932664.0,4.88511,,,4.92225333333333,0.314289907034075,,,0.31679457556862,13.4213300339449,,,5.24472161405853,4.05030713125052,,,-1.83311033811408,60182.0,,,60066.0,,,,,4.3,0.6,-2.2,-2.3,-2.4,,,-2.4,-2.3,2.3,5.6,-8.7,-0.5,0.5,0.1,-0.3,-0.4,,,-2.1,-0.2,0.7,-0.3,1.0,0.3,,,-1.4,-2.3,-3.6,-2.3,-4.4,0.8,0.3,-0.2,0.4,0.5,-0.1,-0.7,-0.4,-0.9,,,-1.2,0.5,0.2,-0.1,0.7,0.1,0.1,0.5,0.6,1.0,,,0.9,0.05,0.15,0.37,0.36,-0.1,0.7,3.6,0.5,0.3,1.0,0.3,1.2,0.1,0.1,0.5,0.6,-0.005,0.005,0.001,-0.003,-0.1,1.5,-0.9,1.2,1.7,0.5,2.2,3.6,-0.2,-0.9,-0.4,-0.1,-1.4,0.3,0.2,-0.5,-0.3,-0.4,0.1,0.3,0.5,0.5,0.6,-0.5,0.0,-0.8,1.8,-0.8,1.0,,,0.6,0.8,,,0.5,0.8,,,2.0,0.4,,,1.8,2.2,,,5.9,3.2,,,1.3,1.5,,,2.7,0.0,0.2,0.3,0.5,0.7,0.1,1.2,0.7,-1.8,-0.9,1.4,2.1,-4.3,-11.6,2.7,-8.5
2005-02-01,77.015,77.433,77.031,76.878,9.2,9.3,8.9,9.6,12.2,12.7,12.4,13.0,15334.0,8615.0,7241.0,11307.0,,,,,4.75,4.75,4.75,4.75,-0.1013547806640258,0.1134757030726111,-0.04615810851705307,-0.5993108648410935,1.878514285714286,1.927408695652174,1.860322727272728,1.806485714285714,1.43217619047619,1.438639130434783,1.431081818181818,1.445509523809524,4.8,4.7,4.7,4.7,379.0,373.0,372.0,372.0,14.59605142,13.22481323,15.25306998,16.99946427,,3917720.0,,,,2946878.3,,,,4.88511,,,,0.314289907034075,,,,13.4213300339449,,,,4.05030713125052,,,,60182.0,,,,,,,5.8,4.3,0.6,-2.2,,-2.4,,,-1.1,-2.3,2.3,5.6,0.9,-0.5,0.5,0.1,,-0.4,,,1.2,-0.2,0.7,-0.3,,0.3,,,-3.3,-2.3,-3.6,-2.3,3.8,0.8,0.3,-0.2,0.8,0.5,-0.1,-0.7,,-0.9,,,0.5,0.5,0.2,-0.1,0.9,0.1,0.1,0.5,,1.0,,,0.9,0.05,0.15,0.37,0.9,-0.1,0.7,3.6,0.0,0.3,1.0,0.3,0.9,0.1,0.1,0.5,0.009000000000000001,-0.005,0.005,0.001,-0.4,-0.1,1.5,-0.9,2.9,1.7,0.5,2.2,1.0,-0.2,-0.9,-0.4,3.1,-1.4,0.3,0.2,0.9,-0.3,-0.4,0.1,-0.8,0.5,0.5,0.6,-0.1,0.0,-0.8,1.8,,1.0,,,,0.8,,,,0.8,,,,0.4,,,,2.2,,,,3.2,,,,1.5,,,-0.1,0.0,0.2,0.3,0.9,0.7,0.1,1.2,-0.1,-1.8,-0.9,1.4,-0.4,-4.3,-11.6,2.7
2005-03-01,77.208,77.015,77.433,77.031,9.5,9.2,9.3,8.9,12.7,12.2,12.7,12.4,8963.0,15334.0,8615.0,7241.0,,,,,4.75,4.75,4.75,4.75,-0.1179423290476482,-0.1013547806640258,0.1134757030726111,-0.04615810851705307,1.88706,1.878514285714286,1.927408695652174,1.860322727272728,1.449895,1.43217619047619,1.438639130434783,1.431081818181818,4.7,4.8,4.7,4.7,371.0,379.0,373.0,372.0,15.21762781,14.59605142,13.22481323,15.25306998,,,3917720.0,,,,2946878.3,,,,4.88511,,,,0.314289907034075,,,,13.4213300339449,,,,4.05030713125052,,,,60182.0,,,,,,4.2,5.8,4.3,0.6,,,-2.4,,-1.3,-1.1,-2.3,2.3,-0.5,0.9,-0.5,0.5,,,-0.4,,-0.3,1.2,-0.2,0.7,,,0.3,,0.6,-3.3,-2.3,-3.6,-1.0,3.8,0.8,0.3,0.8,0.8,0.5,-0.1,,,-0.9,,0.6,0.5,0.5,0.2,0.0,0.9,0.1,0.1,,,1.0,,-0.01,0.9,0.05,0.15,-1.5,0.9,-0.1,0.7,0.1,0.0,0.3,1.0,0.0,0.9,0.1,0.1,-0.005,0.009000000000000001,-0.005,0.005,0.9,-0.4,-0.1,1.5,0.1,2.9,1.7,0.5,0.1,1.0,-0.2,-0.9,-2.2,3.1,-1.4,0.3,0.1,0.9,-0.3,-0.4,-0.6,-0.8,0.5,0.5,0.6,-0.1,0.0,-0.8,,,1.0,,,,0.8,,,,0.8,,,,0.4,,,,2.2,,,,3.2,,,,1.5,,0.3,-0.1,0.0,0.2,-1.1,0.9,0.7,0.1,-0.7,-0.1,-1.8,-0.9,23.5,-0.4,-4.3,-11.6
2005-04-01,77.542,77.208,77.015,77.433,10.6,9.5,9.2,9.3,12.7,12.7,12.2,12.7,8806.0,8963.0,15334.0,8615.0,,,,,4.75,4.75,4.75,4.75,-0.2664169797259969,-0.1179423290476482,-0.1013547806640258,0.1134757030726111,1.904508695652174,1.88706,1.878514285714286,1.927408695652174,1.443817391304348,1.449895,1.43217619047619,1.438639130434783,4.7,4.7,4.8,4.7,376.0,371.0,379.0,373.0,17.66825331,15.21762781,14.59605142,13.22481323,3961181.8,,,3917720.0,2954995.7,,,2946878.3,4.91707,,,4.88511,0.326400130990228,,,0.314289907034075,-7.58734425326516,,,13.4213300339449,-10.6987532367116,,,4.05030713125052,60298.0,,,60182.0,549934.0,,,,0.9,4.2,5.8,4.3,12.5,,,-2.4,0.7,-1.3,-1.1,-2.3,-1.6,-0.5,0.9,-0.5,-0.1,,,-0.4,-1.8,-0.3,1.2,-0.2,0.5,,,0.3,-4.4,0.6,-3.3,-2.3,0.0,-1.0,3.8,0.8,0.4,0.8,0.8,0.5,1.7,,,-0.9,-2.0,0.6,0.5,0.5,-0.3,0.0,0.9,0.1,0.8,,,1.0,-0.45,-0.01,0.9,0.05,-0.9,-1.5,0.9,-0.1,1.2,0.1,0.0,0.3,-0.3,0.0,0.9,0.1,-0.016,-0.005,0.009000000000000001,-0.005,2.0,0.9,-0.4,-0.1,-0.4,0.1,2.9,1.7,-0.2,0.1,1.0,-0.2,-2.3,-2.2,3.1,-1.4,0.2,0.1,0.9,-0.3,0.2,-0.6,-0.8,0.5,-0.1,0.6,-0.1,0.0,-0.5,,,1.0,1.1,,,0.8,0.5,,,0.8,1.9,,,0.4,-0.5,,,2.2,-2.0,,,3.2,-0.5,,,1.5,0.7,0.3,-0.1,0.0,0.0,-1.1,0.9,0.7,-1.5,-0.7,-0.1,-1.8,28.6,23.5,-0.4,-4.3
2005-05-01,77.843,77.542,77.208,77.015,10.5,10.6,9.5,9.2,12.3,12.7,12.7,12.2,12447.0,8806.0,8963.0,15334.0,,,,,4.75,4.75,4.75,4.75,-1.295314108259932,-0.2664169797259969,-0.1179423290476482,-0.1013547806640258,1.895985714285713,1.904508695652174,1.88706,1.878514285714286,1.465195238095238,1.443817391304348,1.449895,1.43217619047619,4.8,4.7,4.7,4.8,379.0,376.0,371.0,379.0,17.71864374,17.66825331,15.21762781,14.59605142,,3961181.8,,,,2954995.7,,,,4.91707,,,,0.326400130990228,,,,-7.58734425326516,,,,-10.6987532367116,,,,60298.0,,,,549934.0,,,-0.9,0.9,4.2,5.8,,12.5,,,0.5,0.7,-1.3,-1.1,2.6,-1.6,-0.5,0.9,,-0.1,,,3.0,-1.8,-0.3,1.2,,0.5,,,2.8,-4.4,0.6,-3.3,1.0,0.0,-1.0,3.8,0.3,0.4,0.8,0.8,,1.7,,,3.7,-2.0,0.6,0.5,1.2,-0.3,0.0,0.9,,0.8,,,1.32,-0.45,-0.01,0.9,-0.4,-0.9,-1.5,0.9,-1.1,1.2,0.1,0.0,1.2,-0.3,0.0,0.9,0.026,-0.016,-0.005,0.009000000000000001,1.1,2.0,0.9,-0.4,0.2,-0.4,0.1,2.9,0.7,-0.2,0.1,1.0,2.6,-2.3,-2.2,3.1,1.0,0.2,0.1,0.9,0.1,0.2,-0.6,-0.8,0.0,-0.1,0.6,-0.1,,-0.5,,,,1.1,,,,0.5,,,,1.9,,,,-0.5,,,,-2.0,,,,-0.5,,,1.2,0.7,0.3,-0.1,1.3,0.0,-1.1,0.9,1.6,-1.5,-0.7,-0.1,7.3,28.6,23.5,-0.4
2005-06-01,78.104,77.843,77.542,77.208,11.1,10.5,10.6,9.5,12.8,12.3,12.7,12.7,13075.0,12447.0,8806.0,8963.0,,,,,4.75,4.75,4.75,4.75,-0.958621756693015,-1.295314108259932,-0.2664169797259969,-0.1179423290476482,1.854954545454546,1.895985714285713,1.904508695652174,1.88706,1.461609090909091,1.465195238095238,1.443817391304348,1.449895,4.8,4.8,4.7,4.7,380.0,379.0,376.0,371.0,17.06399804,17.71864374,17.66825331,15.21762781,,,3961181.8,,,,2954995.7,,,,4.91707,,,,0.326400130990228,,,,-7.58734425326516,,,,-10.6987532367116,,,,60298.0,,,,549934.0,,-1.0,-0.9,0.9,4.2,,,12.5,,-0.9,0.5,0.7,-1.3,-0.8,2.6,-1.6,-0.5,,,-0.1,,-0.8,3.0,-1.8,-0.3,,,0.5,,-3.5,2.8,-4.4,0.6,2.1,1.0,0.0,-1.0,-0.3,0.3,0.4,0.8,,,1.7,,-1.3,3.7,-2.0,0.6,-0.4,1.2,-0.3,0.0,,,0.8,,-0.44,1.32,-0.45,-0.01,-0.9,-0.4,-0.9,-1.5,1.2,-1.1,1.2,0.1,-0.4,1.2,-0.3,0.0,-0.008,0.026,-0.016,-0.005,-1.2,1.1,2.0,0.9,1.1,0.2,-0.4,0.1,0.2,0.7,-0.2,0.1,-2.6,2.6,-2.3,-2.2,0.2,1.0,0.2,0.1,0.4,0.1,0.2,-0.6,-1.7,0.0,-0.1,0.6,,,-0.5,,,,1.1,,,,0.5,,,,1.9,,,,-0.5,,,,-2.0,,,,-0.5,,0.8,1.2,0.7,0.3,1.0,1.3,0.0,-1.1,-0.6,1.6,-1.5,-0.7,2.0,7.3,28.6,23.5
