date,cpi,cpi_1,cpi_2,cpi_3,m4,m4_1,m4_2,m4_3,m4_lend,m4_lend_1,m4_lend_2,m4_lend_3,loans,loans_1,loans_2,loans_3,net_lend,net_lend_1,net_lend_2,net_lend_3,br,br_1,br_2,br_3,gscpi,gscpi_1,gscpi_2,gscpi_3,GBP/US,GBP/US_1,GBP/US_2,GBP/US_3,GBP/EU,GBP/EU_1,GBP/EU_2,GBP/EU_3,unemply,unemply_1,unemply_2,unemply_3,awe,awe_1,awe_2,awe_3,oil_pl,oil_pl_1,oil_pl_2,oil_pl_3,us_gdp,us_gdp_1,us_gdp_2,us_gdp_3,eu_gdp,eu_gdp_1,eu_gdp_2,eu_gdp_3,sr,sr_1,sr_2,sr_3,imp,imp_1,imp_2,imp_3,exp,exp_1,exp_2,exp_3,expp,expp_1,expp_2,expp_3,pop,pop_1,pop_2,pop_3,visa,visa_1,visa_2,visa_3,A_MoM,A_MoM_1,A_MoM_2,A_MoM_3,A_QoQ,A_QoQ_1,A_QoQ_2,A_QoQ_3,B_MoM,B_MoM_1,B_MoM_2,B_MoM_3,BE_MoM,BE_MoM_1,BE_MoM_2,BE_MoM_3,BE_QoQ,BE_QoQ_1,BE_QoQ_2,BE_QoQ_3,C_MoM,C_MoM_1,C_MoM_2,C_MoM_3,C_QoQ,C_QoQ_1,C_QoQ_2,C_QoQ_3,D_MoM,D_MoM_1,D_MoM_2,D_MoM_3,E_MoM,E_MoM_1,E_MoM_2,E_MoM_3,F_MoM,F_MoM_1,F_MoM_2,F_MoM_3,F_QoQ,F_QoQ_1,F_QoQ_2,F_QoQ_3,G_MoM,G_MoM_1,G_MoM_2,G_MoM_3,GT_MoM,GT_MoM_1,GT_MoM_2,GT_MoM_3,GT_QoQ,GT_QoQ_1,GT_QoQ_2,GT_QoQ_3,GVA_MoM,GVA_MoM_1,GVA_MoM_2,GVA_MoM_3,H_MoM,H_MoM_1,H_MoM_2,H_MoM_3,I_MoM,I_MoM_1,I_MoM_2,I_MoM_3,IOS_MoM,IOS_MoM_1,IOS_MoM_2,IOS_MoM_3,IOP_MoM,IOP_MoM_1,IOP_MoM_2,IOP_MoM_3,J_MoM,J_MoM_1,J_MoM_2,J_MoM_3,K_MoM,K_MoM_1,K_MoM_2,K_MoM_3,L_MoM,L_MoM_1,L_MoM_2,L_MoM_3,M_MoM,M_MoM_1,M_MoM_2,M_MoM_3,O_MoM,O_MoM_1,O_MoM_2,O_MoM_3,N_MoM,N_MoM_1,N_MoM_2,N_MoM_3,P_MoM,P_MoM_1,P_MoM_2,P_MoM_3,P3G_QoQ,P3G_QoQ_1,P3G_QoQ_2,P3G_QoQ_3,P3H_QoQ,P3H_QoQ_1,P3H_QoQ_2,P3H_QoQ_3,P3N_QoQ,P3N_QoQ_1,P3N_QoQ_2,P3N_QoQ_3,P51_QoQ,P51_QoQ_1,P51_QoQ_2,P51_QoQ_3,P51S_QoQ,P51S_QoQ_1,P51S_QoQ_2,P51S_QoQ_3,P6_QoQ,P6_QoQ_1,P6_QoQ_2,P6_QoQ_3,P7_QoQ,P7_QoQ_1,P7_QoQ_2,P7_QoQ_3,Q_MoM,Q_MoM_1,Q_MoM_2,Q_MoM_3,R_MoM,R_MoM_1,R_MoM_2,R_MoM_3,S_MoM,S_MoM_1,S_MoM_2,S_MoM_3,T_MoM,T_MoM_1,T_MoM_2,T_MoM_3
2009-09-01,87.047,86.658,86.689,86.441,12.6,14.2,13.4,15.6,8.1,9.4,11.5,14.7,873.0,-2733.0,-3399.0,322.0,8604.0,6188.0,-16625.0,,0.5,0.5,0.5,0.5,-1.105028882846123,-0.726920409798449,-0.4898086949939678,0.361208040230104,1.652823809523809,1.636565217391304,1.636622727272727,1.542314285714286,1.158514285714286,1.162156521739131,1.168168181818182,1.129385714285714,7.8,7.9,7.9,7.8,438.0,437.0,438.0,437.0,27.59047014,25.03417672,26.20964518,23.15187162,,,4067286.3,,,,3063253.7,,,,1.37775,,,,0.575060285641693,,,,-4.03758621801232,,,,0.596931124766925,,,,62261.0,,,,716340.0,,-1.8,-1.8,-1.8,-1.5,,,-3.3,,-10.5,2.2,1.7,-1.1,-2.3,0.8,0.9,-1.8,,,0.4,,-0.5,0.0,0.3,-2.6,,,-0.4,,-3.3,3.6,2.5,1.0,-1.4,1.5,2.0,-0.3,0.2,0.9,0.7,0.2,,,-1.8,,0.6,0.6,-0.1,-1.3,-0.3,0.5,0.1,-1.1,,,-0.4,,-0.56,0.57,0.27,-1.11,0.6,1.8,1.2,-2.2,-1.6,-1.4,-2.8,0.7,-0.3,0.5,0.1,-1.1,-0.023,0.008,0.009000000000000001,-0.018,-0.5,1.7,0.1,-1.3,-0.2,0.9,-1.3,-3.1,0.0,0.5,-0.1,-0.7,-1.9,0.0,3.0,-1.1,0.2,0.7,0.4,0.3,-1.4,-0.3,-0.8,-0.3,0.3,-1.0,2.2,-0.4,,,-0.3,,,,-0.1,,,,1.8,,,,-4.2,,,,-5.2,,,,-1.0,,,,0.2,,-0.1,-0.4,0.0,-0.1,-3.4,5.5,-0.8,-7.8,2.4,2.8,-2.4,0.2,-11.5,1.0,-5.6,2.0
2009-10-01,87.083,87.047,86.658,86.689,11.7,12.6,14.2,13.4,7.6,8.1,9.4,11.5,-2739.0,873.0,-2733.0,-3399.0,7810.0,8604.0,6188.0,-16625.0,0.5,0.5,0.5,0.5,-0.4866979255549708,-1.105028882846123,-0.726920409798449,-0.4898086949939678,1.632831818181818,1.652823809523809,1.636565217391304,1.636622727272727,1.12115,1.158514285714286,1.162156521739131,1.168168181818182,7.9,7.8,7.9,7.9,439.0,438.0,437.0,438.0,26.29825114,27.59047014,25.03417672,26.20964518,4081570.3,,,4067286.3,3075042.1,,,3063253.7,0.793473333333333,,,1.37775,0.600478023978402,,,0.575060285641693,-1.86879777197471,,,-4.03758621801232,-11.5683422840377,,,0.596931124766925,62385.0,,,62261.0,742116.0,,,716340.0,-1.7,-1.8,-1.8,-1.8,-5.1,,,-3.3,-3.0,-10.5,2.2,1.7,0.4,-2.3,0.8,0.9,-0.6,,,0.4,1.0,-0.5,0.0,0.3,-0.8,,,-0.4,-0.9,-3.3,3.6,2.5,1.8,-1.4,1.5,2.0,-0.8,0.2,0.9,0.7,1.3,,,-1.8,1.5,0.6,0.6,-0.1,0.3,-0.3,0.5,0.1,0.2,,,-0.4,0.19,-0.56,0.57,0.27,2.5,0.6,1.8,1.2,-0.3,-1.6,-1.4,-2.8,0.3,-0.3,0.5,0.1,0.004,-0.023,0.008,0.009000000000000001,0.3,-0.5,1.7,0.1,1.4,-0.2,0.9,-1.3,0.2,0.0,0.5,-0.1,-2.5,-1.9,0.0,3.0,-0.1,0.2,0.7,0.4,0.3,-1.4,-0.3,-0.8,-0.5,0.3,-1.0,2.2,0.8,,,-0.3,0.5,,,-0.1,3.0,,,1.8,0.7,,,-4.2,-2.2,,,-5.2,-0.5,,,-1.0,2.7,,,0.2,0.1,-0.1,-0.4,0.0,-2.5,-3.4,5.5,-0.8,2.5,2.4,2.8,-2.4,-9.5,-11.5,1.0,-5.6
2009-11-01,87.235,87.083,87.047,86.658,11.1,11.7,12.6,14.2,6.6,7.6,8.1,9.4,-878.0,-2739.0,873.0,-2733.0,2621.0,7810.0,8604.0,6188.0,0.5,0.5,0.5,0.5,-0.45630204407188,-0.4866979255549708,-1.105028882846123,-0.726920409798449,1.619877272727273,1.632831818181818,1.652823809523809,1.636565217391304,1.09279090909091,1.12115,1.158514285714286,1.162156521739131,7.8,7.9,7.8,7.9,439.0,439.0,438.0,437.0,28.1436765,26.29825114,27.59047014,25.03417672,,4081570.3,,,,3075042.1,,,,0.793473333333333,,,,0.600478023978402,,,,-1.86879777197471,,,,-11.5683422840377,,,,62385.0,,,,742116.0,,,-2.0,-1.7,-1.8,-1.8,,-5.1,,,5.8,-3.0,-10.5,2.2,0.1,0.4,-2.3,0.8,,-0.6,,,-0.2,1.0,-0.5,0.0,,-0.8,,,-3.9,-0.9,-3.3,3.6,-0.1,1.8,-1.4,1.5,-1.4,-0.8,0.2,0.9,,1.3,,,0.9,1.5,0.6,0.6,0.4,0.3,-0.3,0.5,,0.2,,,0.24,0.19,-0.56,0.57,0.9,2.5,0.6,1.8,1.0,-0.3,-1.6,-1.4,0.4,0.3,-0.3,0.5,0.001,0.004,-0.023,0.008,2.6,0.3,-0.5,1.7,-0.6,1.4,-0.2,0.9,0.0,0.2,0.0,0.5,1.5,-2.5,-1.9,0.0,-1.1,-0.1,0.2,0.7,-0.4,0.3,-1.4,-0.3,-0.4,-0.5,0.3,-1.0,,0.8,,,,0.5,,,,3.0,,,,0.7,,,,-2.2,,,,-0.5,,,,2.7,,,0.2,0.1,-0.1,-0.4,1.2,-2.5,-3.4,5.5,-0.2,2.5,2.4,2.8,1.1,-9.5,-11.5,1.0
2009-12-01,87.48,87.235,87.083,87.047,9.3,11.1,11.7,12.6,5.3,6.6,7.6,8.1,1538.0,-878.0,-2739.0,873.0,-10407.0,2621.0,7810.0,8604.0,0.5,0.5,0.5,0.5,-0.7884467096588358,-0.45630204407188,-0.4866979255549708,-1.105028882846123,1.659738095238095,1.619877272727273,1.632831818181818,1.652823809523809,1.1126,1.09279090909091,1.12115,1.158514285714286,7.8,7.8,7.9,7.8,440.0,439.0,439.0,438.0,29.36290949,28.1436765,26.29825114,27.59047014,,,4081570.3,,,,3075042.1,,,,0.793473333333333,,,,0.600478023978402,,,,-1.86879777197471,,,,-11.5683422840377,,,,62385.0,,,,742116.0,,-1.9,-2.0,-1.7,-1.8,,,-5.1,,-1.9,5.8,-3.0,-10.5,-0.3,0.1,0.4,-2.3,,,-0.6,,0.2,-0.2,1.0,-0.5,,,-0.8,,-2.3,-3.9,-0.9,-3.3,0.3,-0.1,1.8,-1.4,-0.2,-1.4,-0.8,0.2,,,1.3,,1.6,0.9,1.5,0.6,0.1,0.4,0.3,-0.3,,,0.2,,0.0,0.24,0.19,-0.56,0.0,0.9,2.5,0.6,2.2,1.0,-0.3,-1.6,0.1,0.4,0.3,-0.3,-0.003,0.001,0.004,-0.023,1.1,2.6,0.3,-0.5,-0.7,-0.6,1.4,-0.2,0.4,0.0,0.2,0.0,-2.0,1.5,-2.5,-1.9,-0.3,-1.1,-0.1,0.2,0.1,-0.4,0.3,-1.4,0.2,-0.4,-0.5,0.3,,,0.8,,,,0.5,,,,3.0,,,,0.7,,,,-2.2,,,,-0.5,,,,2.7,,0.1,0.2,0.1,-0.1,-4.1,1.2,-2.5,-3.4,-2.5,-0.2,2.5,2.4,11.2,1.1,-9.5,-11.5
2010-01-01,87.972,87.48,87.235,87.083,6.7,9.3,11.1,11.7,2.8,5.3,6.6,7.6,-4406.0,1538.0,-878.0,-2739.0,-4878.0,-10407.0,2621.0,7810.0,0.5,0.5,0.5,0.5,-0.6181994913108594,-0.7884467096588358,-0.45630204407188,-0.4866979255549708,1.621191304347826,1.659738095238095,1.619877272727273,1.632831818181818,1.112439130434783,1.1126,1.09279090909091,1.12115,7.7,7.8,7.8,7.9,440.0,440.0,439.0,439.0,28.96595877,29.36290949,28.1436765,26.29825114,4125688.5,,,4081570.3,3090009.7,,,3075042.1,0.595213333333333,,,0.793473333333333,0.643019017631323,,,0.600478023978402,20.0228898761815,,,-1.86879777197471,7.19295274735873,,,-11.5683422840377,62510.0,,,62385.0,506235.0,,,742116.0,-2.3,-1.9,-2.0,-1.7,-5.7,,,-5.1,-2.2,-1.9,5.8,-3.0,0.0,-0.3,0.1,0.4,-0.7,,,-0.6,-0.1,0.2,-0.2,1.0,0.4,,,-0.8,0.9,-2.3,-3.9,-0.9,0.7,0.3,-0.1,1.8,0.8,-0.2,-1.4,-0.8,-1.7,,,1.3,2.6,1.6,0.9,1.5,0.6,0.1,0.4,0.3,0.7,,,0.2,0.48,0.0,0.24,0.19,1.6,0.0,0.9,2.5,-0.2,2.2,1.0,-0.3,0.6,0.1,0.4,0.3,0.0,-0.003,0.001,0.004,-1.1,1.1,2.6,0.3,0.2,-0.7,-0.6,1.4,-0.1,0.4,0.0,0.2,2.6,-2.0,1.5,-2.5,-0.5,-0.3,-1.1,-0.1,0.2,0.1,-0.4,0.3,0.2,0.2,-0.4,-0.5,0.8,,,0.8,0.8,,,0.5,0.0,,,3.0,-1.7,,,0.7,-0.9,,,-2.2,4.7,,,-0.5,1.6,,,2.7,0.1,0.1,0.2,0.1,-2.5,-4.1,1.2,-2.5,0.5,-2.5,-0.2,2.5,23.7,11.2,1.1,-9.5
2010-02-01,87.828,87.972,87.48,87.235,5.0,6.7,9.3,11.1,2.7,2.8,5.3,6.6,-404.0,-4406.0,1538.0,-878.0,-8253.0,-4878.0,-10407.0,2621.0,0.5,0.5,0.5,0.5,-0.3277566010692826,-0.6181994913108594,-0.7884467096588358,-0.45630204407188,1.616104761904762,1.621191304347826,1.659738095238095,1.619877272727273,1.132357142857143,1.112439130434783,1.1126,1.09279090909091,7.9,7.7,7.8,7.8,439.0,440.0,440.0,439.0,30.52034693,28.96595877,29.36290949,28.1436765,,4125688.5,,,,3090009.7,,,,0.595213333333333,,,,0.643019017631323,,,,20.0228898761815,,,,7.19295274735873,,,,62510.0,,,,506235.0,,,-2.6,-2.3,-1.9,-2.0,,-5.7,,,2.3,-2.2,-1.9,5.8,-1.0,0.0,-0.3,0.1,,-0.7,,,-2.1,-0.1,0.2,-0.2,,0.4,,,5.7,0.9,-2.3,-3.9,-6.1,0.7,0.3,-0.1,1.4,0.8,-0.2,-1.4,,-1.7,,,-1.4,2.6,1.6,0.9,-0.7,0.6,0.1,0.4,,0.7,,,-0.63,0.48,0.0,0.24,-4.0,1.6,0.0,0.9,-2.6,-0.2,2.2,1.0,-0.7,0.6,0.1,0.4,-0.01,0.0,-0.003,0.001,1.0,-1.1,1.1,2.6,-2.6,0.2,-0.7,-0.6,0.3,-0.1,0.4,0.0,-1.3,2.6,-2.0,1.5,-1.6,-0.5,-0.3,-1.1,4.7,0.2,0.1,-0.4,0.0,0.2,0.2,-0.4,,0.8,,,,0.8,,,,0.0,,,,-1.7,,,,-0.9,,,,4.7,,,,1.6,,,0.4,0.1,0.1,0.2,2.3,-2.5,-4.1,1.2,-4.1,0.5,-2.5,-0.2,1.2,23.7,11.2,1.1
2010-03-01,88.152,87.828,87.972,87.48,3.9,5.0,6.7,9.3,0.8,2.7,2.8,5.3,48.0,-404.0,-4406.0,1538.0,1890.0,-8253.0,-4878.0,-10407.0,0.5,0.5,0.5,0.5,-0.1651661328778969,-0.3277566010692826,-0.6181994913108594,-0.7884467096588358,1.561545,1.616104761904762,1.621191304347826,1.659738095238095,1.141475,1.132357142857143,1.112439130434783,1.1126,8.0,7.9,7.7,7.8,446.0,439.0,440.0,440.0,29.25081539,30.52034693,28.96595877,29.36290949,,,4125688.5,,,,3090009.7,,,,0.595213333333333,,,,0.643019017631323,,,,20.0228898761815,,,,7.19295274735873,,,,62510.0,,,,506235.0,,-2.5,-2.6,-2.3,-1.9,,,-5.7,,-1.8,2.3,-2.2,-1.9,1.4,-1.0,0.0,-0.3,,,-0.7,,2.2,-2.1,-0.1,0.2,,,0.4,,-2.2,5.7,0.9,-2.3,4.3,-6.1,0.7,0.3,4.5,1.4,0.8,-0.2,,,-1.7,,2.1,-1.4,2.6,1.6,1.5,-0.7,0.6,0.1,,,0.7,,1.63,-0.63,0.48,0.0,3.6,-4.0,1.6,0.0,6.0,-2.6,-0.2,2.2,1.5,-0.7,0.6,0.1,0.014,-0.01,0.0,-0.003,0.8,1.0,-1.1,1.1,1.6,-2.6,0.2,-0.7,0.2,0.3,-0.1,0.4,5.4,-1.3,2.6,-2.0,-0.4,-1.6,-0.5,-0.3,0.4,4.7,0.2,0.1,-0.5,0.0,0.2,0.2,,,0.8,,,,0.8,,,,0.0,,,,-1.7,,,,-0.9,,,,4.7,,,,1.6,,-0.2,0.4,0.1,0.1,3.8,2.3,-2.5,-4.1,3.9,-4.1,0.5,-2.5,14.6,1.2,23.7,11.2
2010-04-01,88.661,88.152,87.828,87.972,3.3,3.9,5.0,6.7,0.1,0.8,2.7,2.8,-4309.0,48.0,-404.0,-4406.0,-16126.0,1890.0,-8253.0,-4878.0,0.5,0.5,0.5,0.5,0.3503074992598253,-0.1651661328778969,-0.3277566010692826,-0.6181994913108594,1.505295652173913,1.561545,1.616104761904762,1.621191304347826,1.109213043478261,1.141475,1.132357142857143,1.112439130434783,8.0,8.0,7.9,7.7,441.0,446.0,439.0,440.0,32.97092089,29.25081539,30.52034693,28.96595877,4145677.5,,,4125688.5,3100960.9,,,3090009.7,0.630413333333333,,,0.595213333333333,0.684863475509,,,0.643019017631323,-0.313366823030194,,,20.0228898761815,-7.06228830162472,,,7.19295274735873,62635.0,,,62510.0,512262.0,,,506235.0,-2.2,-2.5,-2.6,-2.3,-7.0,,,-5.7,4.1,-1.8,2.3,-2.2,1.1,1.4,-1.0,0.0,0.1,,,-0.7,1.6,2.2,-2.1,-0.1,-0.1,,,0.4,-3.6,-2.2,5.7,0.9,1.2,4.3,-6.1,0.7,0.6,4.5,1.4,0.8,5.1,,,-1.7,2.4,2.1,-1.4,2.6,0.8,1.5,-0.7,0.6,1.0,,,0.7,0.82,1.63,-0.63,0.48,1.4,3.6,-4.0,1.6,0.8,6.0,-2.6,-0.2,0.8,1.5,-0.7,0.6,0.011,0.014,-0.01,0.0,0.9,0.8,1.0,-1.1,0.2,1.6,-2.6,0.2,0.4,0.2,0.3,-0.1,0.3,5.4,-1.3,2.6,-0.3,-0.4,-1.6,-0.5,0.6,0.4,4.7,0.2,-0.4,-0.5,0.0,0.2,-1.3,,,0.8,-0.5,,,0.8,-0.8,,,0.0,5.3,,,-1.7,4.7,,,-0.9,-0.1,,,4.7,1.8,,,1.6,1.4,-0.2,0.4,0.1,0.6,3.8,2.3,-2.5,2.1,3.9,-4.1,0.5,3.4,14.6,1.2,23.7
2010-05-01,89.17,88.661,88.152,87.828,3.4,3.3,3.9,5.0,-0.1,0.1,0.8,2.7,-2174.0,-4309.0,48.0,-404.0,1903.0,-16126.0,1890.0,-8253.0,0.5,0.5,0.5,0.5,0.2749322936797674,0.3503074992598253,-0.1651661328778969,-0.3277566010692826,1.5335,1.505295652173913,1.561545,1.616104761904762,1.142213636363636,1.109213043478261,1.141475,1.132357142857143,7.9,8.0,8.0,7.9,441.0,441.0,446.0,439.0,34.85959706,32.97092089,29.25081539,30.52034693,,4145677.5,,,,3100960.9,,,,0.630413333333333,,,,0.684863475509,,,,-0.313366823030194,,,,-7.06228830162472,,,,62635.0,,,,512262.0,,,-1.8,-2.2,-2.5,-2.6,,-7.0,,,-2.4,4.1,-1.8,2.3,-1.7,1.1,1.4,-1.0,,0.1,,,-1.2,1.6,2.2,-2.1,,-0.1,,,-3.1,-3.6,-2.2,5.7,-2.7,1.2,4.3,-6.1,1.3,0.6,4.5,1.4,,5.1,,,-1.1,2.4,2.1,-1.4,-0.2,0.8,1.5,-0.7,,1.0,,,-0.39,0.82,1.63,-0.63,0.2,1.4,3.6,-4.0,0.7,0.8,6.0,-2.6,-0.2,0.8,1.5,-0.7,-0.017,0.011,0.014,-0.01,-2.5,0.9,0.8,1.0,-1.7,0.2,1.6,-2.6,1.1,0.4,0.2,0.3,1.6,0.3,5.4,-1.3,0.3,-0.3,-0.4,-1.6,-2.6,0.6,0.4,4.7,1.5,-0.4,-0.5,0.0,,-1.3,,,,-0.5,,,,-0.8,,,,5.3,,,,4.7,,,,-0.1,,,,1.8,,,0.3,1.4,-0.2,0.4,-2.4,0.6,3.8,2.3,-0.8,2.1,3.9,-4.1,2.3,3.4,14.6,1.2
2010-06-01,89.373,89.17,88.661,88.152,2.7,3.4,3.3,3.9,0.0,-0.1,0.1,0.8,-383.0,-2174.0,-4309.0,48.0,12558.0,1903.0,-16126.0,1890.0,0.5,0.5,0.5,0.5,0.4136812803213928,0.2749322936797674,0.3503074992598253,-0.1651661328778969,1.465195238095238,1.5335,1.505295652173913,1.561545,1.167919047619047,1.142213636363636,1.109213043478261,1.141475,7.9,7.9,8.0,8.0,443.0,441.0,441.0,446.0,33.56355537,34.85959706,32.97092089,29.25081539,,,4145677.5,,,,3100960.9,,,,0.630413333333333,,,,0.684863475509,,,,-0.313366823030194,,,,-7.06228830162472,,,,62635.0,,,,512262.0,,-0.7,-1.8,-2.2,-2.5,,,-7.0,,-1.6,-2.4,4.1,-1.8,-0.1,-1.7,1.1,1.4,,,0.1,,0.4,-1.2,1.6,2.2,,,-0.1,,0.2,-3.1,-3.6,-2.2,-2.5,-2.7,1.2,4.3,2.2,1.3,0.6,4.5,,,5.1,,2.1,-1.1,2.4,2.1,0.7,-0.2,0.8,1.5,,,1.0,,0.68,-0.39,0.82,1.63,0.8,0.2,1.4,3.6,-0.8,0.7,0.8,6.0,0.7,-0.2,0.8,1.5,-0.001,-0.017,0.011,0.014,1.5,-2.5,0.9,0.8,2.3,-1.7,0.2,1.6,0.5,1.1,0.4,0.2,-1.7,1.6,0.3,5.4,-0.4,0.3,-0.3,-0.4,0.1,-2.6,0.6,0.4,0.6,1.5,-0.4,-0.5,,,-1.3,,,,-0.5,,,,-0.8,,,,5.3,,,,4.7,,,,-0.1,,,,1.8,,1.0,0.3,1.4,-0.2,1.4,-2.4,0.6,3.8,-0.7,-0.8,2.1,3.9,-3.3,2.3,3.4,14.6
2010-07-01,89.506,89.373,89.17,88.661,2.9,2.7,3.4,3.3,0.9,0.0,-0.1,0.1,684.0,-383.0,-2174.0,-4309.0,-2114.0,12558.0,1903.0,-16126.0,0.5,0.5,0.5,0.5,-0.04759020888375674,0.4136812803213928,0.2749322936797674,0.3503074992598253,1.476081818181818,1.465195238095238,1.5335,1.505295652173913,1.208236363636363,1.167919047619047,1.142213636363636,1.109213043478261,7.8,7.9,7.9,8.0,442.0,443.0,441.0,441.0,32.31105773,33.56355537,34.85959706,32.97092089,4185790.5,,,4145677.5,3131499.8,,,3100960.9,0.693813333333333,,,0.630413333333333,0.716903248717477,,,0.684863475509,13.8884446659353,,,-0.313366823030194,-5.16644074199505,,,-7.06228830162472,62760.0,,,62635.0,748492.0,,,512262.0,0.2,-0.7,-1.8,-2.2,-4.5,,,-7.0,-10.1,-1.6,-2.4,4.1,-1.5,-0.1,-1.7,1.1,-1.1,,,0.1,-0.1,0.4,-1.2,1.6,0.8,,,-0.1,-3.9,0.2,-3.1,-3.6,0.6,-2.5,-2.7,1.2,1.3,2.2,1.3,0.6,5.1,,,5.1,1.6,2.1,-1.1,2.4,0.1,0.7,-0.2,0.8,1.3,,,1.0,-0.04,0.68,-0.39,0.82,1.8,0.8,0.2,1.4,-1.5,-0.8,0.7,0.8,0.1,0.7,-0.2,0.8,-0.015,-0.001,-0.017,0.011,1.5,1.5,-2.5,0.9,-0.2,2.3,-1.7,0.2,0.4,0.5,1.1,0.4,-0.1,-1.7,1.6,0.3,-0.4,-0.4,0.3,-0.3,0.4,0.1,-2.6,0.6,-3.8,0.6,1.5,-0.4,0.4,,,-1.3,2.5,,,-0.5,0.8,,,-0.8,-1.5,,,5.3,-1.5,,,4.7,3.3,,,-0.1,3.2,,,1.8,0.6,1.0,0.3,1.4,-1.4,1.4,-2.4,0.6,-1.2,-0.7,-0.8,2.1,1.5,-3.3,2.3,3.4
2010-08-01,89.305,89.506,89.373,89.17,2.2,2.9,2.7,3.4,0.3,0.9,0.0,-0.1,269.0,684.0,-383.0,-2174.0,-25933.0,-2114.0,12558.0,1903.0,0.5,0.5,0.5,0.5,-0.04977134699597048,-0.04759020888375674,0.4136812803213928,0.2749322936797674,1.5299,1.476081818181818,1.465195238095238,1.5335,1.195895454545455,1.208236363636363,1.167919047619047,1.142213636363636,7.8,7.8,7.9,7.9,443.0,442.0,443.0,441.0,31.06285976,32.31105773,33.56355537,34.85959706,,4185790.5,,,,3131499.8,,,,0.693813333333333,,,,0.716903248717477,,,,13.8884446659353,,,,-5.16644074199505,,,,62760.0,,,,748492.0,,,0.4,0.2,-0.7,-1.8,,-4.5,,,3.3,-10.1,-1.6,-2.4,-0.9,-1.5,-0.1,-1.7,,-1.1,,,-0.9,-0.1,0.4,-1.2,,0.8,,,-2.6,-3.9,0.2,-3.1,-1.6,0.6,-2.5,-2.7,-1.2,1.3,2.2,1.3,,5.1,,,0.9,1.6,2.1,-1.1,0.5,0.1,0.7,-0.2,,1.3,,,0.17,-0.04,0.68,-0.39,0.8,1.8,0.8,0.2,1.6,-1.5,-0.8,0.7,0.5,0.1,0.7,-0.2,-0.009000000000000001,-0.015,-0.001,-0.017,0.5,1.5,1.5,-2.5,-0.6,-0.2,2.3,-1.7,0.8,0.4,0.5,1.1,0.0,-0.1,-1.7,1.6,-0.1,-0.4,-0.4,0.3,-1.0,0.4,0.1,-2.6,0.6,-3.8,0.6,1.5,,0.4,,,,2.5,,,,0.8,,,,-1.5,,,,-1.5,,,,3.3,,,,3.2,,,0.5,0.6,1.0,0.3,4.4,-1.4,1.4,-2.4,1.1,-1.2,-0.7,-0.8,0.6,1.5,-3.3,2.3
2010-09-01,89.764,89.305,89.506,89.373,1.6,2.2,2.9,2.7,-0.8,0.3,0.9,0.0,-231.0,269.0,684.0,-383.0,19741.0,-25933.0,-2114.0,12558.0,0.5,0.5,0.5,0.5,0.3095135772746747,-0.04977134699597048,-0.04759020888375674,0.4136812803213928,1.56515,1.5299,1.476081818181818,1.465195238095238,1.213318181818182,1.195895454545455,1.208236363636363,1.167919047619047,7.8,7.8,7.8,7.9,445.0,443.0,442.0,443.0,31.0085759,31.06285976,32.31105773,33.56355537,,,4185790.5,,,,3131499.8,,,,0.693813333333333,,,,0.716903248717477,,,,13.8884446659353,,,,-5.16644074199505,,,,62760.0,,,,748492.0,,-0.2,0.4,0.2,-0.7,,,-4.5,,-1.1,3.3,-10.1,-1.6,-0.1,-0.9,-1.5,-0.1,,,-1.1,,0.5,-0.9,-0.1,0.4,,,0.8,,-1.1,-2.6,-3.9,0.2,-1.9,-1.6,0.6,-2.5,4.0,-1.2,1.3,2.2,,,5.1,,-0.6,0.9,1.6,2.1,-0.1,0.5,0.1,0.7,,,1.3,,0.18,0.17,-0.04,0.68,-1.1,0.8,1.8,0.8,0.2,1.6,-1.5,-0.8,-0.1,0.5,0.1,0.7,-0.001,-0.009000000000000001,-0.015,-0.001,-0.1,0.5,1.5,1.5,0.3,-0.6,-0.2,2.3,0.2,0.8,0.4,0.5,1.6,0.0,-0.1,-1.7,-0.3,-0.1,-0.4,-0.4,0.1,-1.0,0.4,0.1,0.5,0.6,-3.8,0.6,,,0.4,,,,2.5,,,,0.8,,,,-1.5,,,,-1.5,,,,3.3,,,,3.2,,-0.7,0.5,0.6,1.0,-3.0,4.4,-1.4,1.4,-0.8,1.1,-1.2,-0.7,-2.6,0.6,1.5,-3.3
