,D_MoM_1,IOP_MoM_1,E_MoM_1,H_MoM_1,N_MoM_1,C_QoQ_2,GBP/US_3,A_QoQ_5,T_MoM_4,awe_1,loans_1,F_MoM_2,eu_gdp_5,y_3,B_MoM_2,T_MoM_2,us_gdp_2,unemply_1,C_MoM_1,P3G_QoQ_2,M_MoM_2,imp_2,cpi_3,L_MoM_2,I_MoM_4,pop_5,GT_QoQ_2,A_MoM_2,K_MoM_2,sr_5,F_MoM_1,br_2,T_MoM_1,date,A_MoM_1,I_MoM_2,A_QoQ_8,H_MoM_2,br_1,P51_QoQ_2,oil_pl_3,sr_2,E_MoM_2,gscpi_2,cpi_5,L_MoM_1,IOP_MoM_2,awe_3,G_MoM_1,eu_gdp_2,K_MoM_1,pop_2,unemply_2,y,expp_2,GT_MoM_2,unemply_3,P3H_QoQ_5,GVA_MoM_1,Q_MoM_1,F_QoQ_2,BE_QoQ_2,N_MoM_2,S_MoM_1,O_MoM_1,gscpi_1,P6_QoQ_2,S_MoM_2,P7_QoQ_2,J_MoM_2,B_MoM_1,I_MoM_3,Q_MoM_2,BE_MoM_2,P_MoM_2,us_gdp_5,GBP/EU_3,P3H_QoQ_2,oil_pl_1,oil_pl_2,R_MoM_1,GVA_MoM_2,IOS_MoM_2,IOS_MoM_1,m4_1,BE_MoM_1,P51S_QoQ_2,D_MoM_2,G_MoM_2,cpi_1,J_MoM_1,m4_lend_2,P3N_QoQ_2,GBP/US_1,P_MoM_1,m4_2,loans_2,m4_lend_1,GT_MoM_1,O_MoM_2,cpi_4,br_3,A_QoQ_11,I_MoM_1,GBP/EU_1,A_QoQ_2,GBP/US_2,T_MoM_3,awe_2,C_MoM_2,M_MoM_1,cpi_2,GBP/EU_2,R_MoM_2,exp_2,cpi_pc_1,br_pc_1,unemply_pc_1,awe_pc_1,GBP/US_pc_1,GBP/EU_pc_1,oil_pl_pc_1,cpi_pc_2,br_pc_2,unemply_pc_2,awe_pc_2,GBP/US_pc_2,GBP/EU_pc_2,oil_pl_pc_2,us_gdp_pc_1,eu_gdp_pc_1,sr_pc_1,pop_pc_1
54,-3.2,0.003,1.4,2.0,0.3,0.6,1.610371428571429,6.4,0.5,469.0,1205.0,-0.4,3183426.7,0.3,5.6,0.3,4504036.8,6.9,1.2,1.9,-1.2,0.813700123297712,99.179,0.5,-0.4,64259.0,0.7,8.0,-2.1,0.51298,2.4,0.5,12.6,2014-03-01,6.2,-3.9,2.1,-1.1,0.5,0.0,42.0985255,0.521603333333333,1.6,-0.4865763567040576,99.07,0.2,-0.002,466.0,2.4,3193845.9,-3.2,64379.0,7.1,0.6,-10.2508398746556,-0.4,7.2,1.3,0.52,0.9,0.2,0.4,-1.2,1.9,-0.4,-0.6307130818479935,-2.2,-1.4,2.3,0.6,-3.4,0.4,0.8,-0.2,2.2,4465112.5,1.193828571428571,0.5,41.14890711,42.60042643,1.6,-0.33,-0.4,0.4,0.1,0.3,-0.4,-6.3,-1.2,98.979,1.1,-2.8,-3.7,1.647226086956522,0.0,0.2,170.0,-2.9,0.4,0.4,99.126,0.5,-2.8,-1.1,1.209273913043478,7.9,1.637377272727273,3.9,468.0,-0.2,0.8,99.589,1.194809090909091,-1.3,-8.70016209316121,-0.0340728824014261,-0.0340728824014261,-0.0340728824014261,-0.0340728824014261,-0.0340728824014261,-0.0340728824014261,-0.0340728824014261,0.0119220548472653,0.0119220548472653,0.0119220548472653,0.0119220548472653,0.0119220548472653,0.0119220548472653,0.0119220548472653,0.0018674426928523,0.0018674426928523,0.0018674426928523,0.0018674426928523
55,-0.9,0.0,-1.6,-1.4,-0.8,1.3,1.656695,7.9,12.6,469.0,1319.0,-0.3,3193845.9,0.6,-1.1,-4.2,4488493.5,6.4,0.6,0.6,0.5,0.806012691618011,99.481,0.4,-1.1,64379.0,0.8,4.3,2.0,0.521603333333333,2.5,0.5,-7.3,2014-06-01,2.9,0.4,6.4,1.3,0.5,3.4,41.20131657,0.521343333333333,-1.3,-0.6192295235754092,99.589,-0.2,-0.0069999999999999,472.0,0.1,3207405.7,-0.4,64499.0,6.6,0.6,-5.57622399500829,0.7,6.7,0.5,0.15,0.0,0.4,0.4,0.6,1.2,-0.3,-0.8158866919359151,0.6,1.5,-1.5,1.3,-2.1,1.5,-0.3,-0.7,0.1,4504036.8,1.212245,0.3,40.63637025,40.8867607,-1.3,0.51,0.7,0.0,-0.6,0.0,2.0,-2.8,1.7,100.066,2.0,-4.0,-0.6,1.674904545454545,0.0,-0.3,-1485.0,-4.5,0.0,0.1,98.979,0.5,2.1,1.7,1.212668181818182,19.9,1.662204761904762,4.5,461.0,-0.2,-0.3,99.711,1.202066666666667,-1.5,2.61388834825209,-0.0061239982261545,-0.0061239982261545,-0.0061239982261545,-0.0061239982261545,-0.0061239982261545,-0.0061239982261545,-0.0061239982261545,-0.0076346072452703,-0.0076346072452703,-0.0076346072452703,-0.0076346072452703,-0.0076346072452703,-0.0076346072452703,-0.0076346072452703,0.0018639618509141,0.0018639618509141,0.0018639618509141,0.0018639618509141
56,2.7,0.009,0.6,0.3,1.3,0.0,1.684522727272727,19.9,-7.3,468.0,5221.0,0.9,3207405.7,0.6,-4.3,-8.3,4546477.8,6.0,0.9,0.6,1.3,0.807181265678329,100.004,0.0,1.7,64499.0,1.1,0.1,-0.1,0.521343333333333,-0.4,0.5,3.3,2014-09-01,3.1,-1.3,7.9,0.2,0.5,-0.3,40.64524219,0.532676666666667,-0.4,-0.6842226645151411,99.711,0.0,0.004,469.0,0.3,3216580.8,1.7,64620.0,6.1,0.5,3.2723036350871,0.3,6.3,0.3,0.48,0.6,1.1,-0.3,0.3,0.2,-0.6,-0.8105689982414177,1.5,-1.0,0.6,1.9,0.1,0.1,0.3,0.4,0.1,4488493.5,1.226663636363637,0.6,39.94522342,41.55635898,-1.0,0.35,0.3,0.4,-1.0,0.9,0.3,2.0,0.3,99.862,0.5,-3.6,-2.4,1.706860869565217,-0.2,-0.7,904.0,-3.4,0.4,0.2,100.066,0.5,6.4,-1.9,1.2611,7.7,1.690590476190476,-10.2,470.0,0.9,1.5,100.203,1.243552380952381,-0.2,6.1871656700028,-0.0387698922510366,-0.0387698922510366,-0.0387698922510366,-0.0387698922510366,-0.0387698922510366,-0.0387698922510366,-0.0387698922510366,0.022416320851058,0.022416320851058,0.022416320851058,0.022416320851058,0.022416320851058,0.022416320851058,0.022416320851058,0.0018759980774895,0.0018759980774895,0.0018759980774895,0.0018759980774895
57,1.6,0.002,0.2,0.4,1.7,0.6,1.670280952380953,7.7,3.3,475.0,1890.0,-0.2,3216580.8,0.5,6.7,6.0,4601735.3,5.9,-0.1,0.1,-0.9,0.778389132256641,100.249,0.1,-1.9,64620.0,0.8,0.2,0.1,0.532676666666667,-0.5,0.5,5.2,2014-12-01,-0.2,0.1,19.9,0.0,0.5,1.8,39.0931015,0.56017,2.6,-0.8130944298889566,100.203,-0.3,0.009,469.0,-0.1,3234187.5,-0.3,64737.0,5.9,0.5,-5.2199036939618,0.2,6.0,0.6,0.44,0.6,0.7,1.0,0.4,1.4,-0.5,-0.5911107280706437,0.3,0.9,3.6,0.5,1.8,0.1,0.7,0.9,0.3,4546477.8,1.254071428571429,1.6,34.88658767,38.27550419,0.9,0.26,0.2,0.6,-2.5,0.2,0.7,-1.1,0.4,100.404,3.1,-4.6,-0.1,1.606804347826087,-0.2,-2.6,1964.0,-4.5,0.6,0.0,99.862,0.5,7.9,-0.8,1.267852173913044,3.4,1.630463636363636,6.3,473.0,0.2,2.5,100.285,1.263904545454545,-0.3,1.19656289785557,-0.0885400882814602,-0.0885400882814602,-0.0885400882814602,-0.0885400882814602,-0.0885400882814602,-0.0885400882814602,-0.0885400882814602,-0.0209141070579934,-0.0209141070579934,-0.0209141070579934,-0.0209141070579934,-0.0209141070579934,-0.0209141070579934,-0.0209141070579934,0.0018105849582172,0.0018105849582172,0.0018105849582172,0.0018105849582172
58,4.2,-0.006,0.4,-2.5,0.5,0.6,1.578045,3.4,5.2,476.0,2781.0,-0.6,3234187.5,0.5,-0.5,-3.8,4625007.8,5.6,-2.0,-0.3,-1.7,0.713188216897726,100.142,0.2,-0.8,64737.0,0.5,-1.3,0.6,0.56017,1.9,0.5,-0.5,2015-03-01,-5.8,-0.3,7.7,0.3,0.5,2.6,32.6192028,0.557606666666667,-3.1,-0.388800223568518,100.285,0.2,0.012,475.0,0.0,3248517.5,-1.3,64854.0,5.6,0.3,7.70443292295168,0.0,5.7,1.6,-0.17,-0.4,1.0,1.3,0.5,-2.7,-0.9,-0.5011552959504784,2.9,1.6,6.1,-0.9,2.6,-0.5,-0.1,1.2,0.6,4601735.3,1.264595,0.6,21.19071773,26.62654559,-2.6,0.1,0.0,-0.2,-2.1,-0.6,3.6,5.0,0.0,99.258,2.2,-3.6,-1.6,1.516440909090909,0.4,-1.0,3.0,-3.6,-0.2,-0.1,100.404,0.5,19.9,-1.0,1.303618181818182,-0.9,1.563117391304348,2.7,478.0,1.3,0.7,100.134,1.269073913043478,1.0,12.0118096305285,-0.2041506977173001,-0.2041506977173001,-0.2041506977173001,-0.2041506977173001,-0.2041506977173001,-0.2041506977173001,-0.2041506977173001,-0.1837156244051432,-0.1837156244051432,-0.1837156244051432,-0.1837156244051432,-0.1837156244051432,-0.1837156244051432,-0.1837156244051432,0.001807312665091,0.001807312665091,0.001807312665091,0.001807312665091
59,-0.6,0.004,3.5,0.8,0.2,0.0,1.533365,-0.9,-0.5,481.0,3429.0,1.5,3248517.5,0.3,6.0,-0.9,4666655.3,5.6,-0.6,0.2,0.2,0.617164528929397,99.512,0.1,-1.0,64854.0,-0.1,-2.7,-2.1,0.557606666666667,1.5,0.5,-3.1,2015-06-01,-0.4,0.9,3.4,-1.6,0.5,3.5,23.13881666,0.56353,0.7,-0.3772818728763419,100.134,1.3,0.01,478.0,0.5,3274582.0,0.0,64971.0,5.5,0.4,-9.48631014220631,-0.3,5.5,0.6,0.51,0.9,2.3,1.5,1.2,0.4,0.8,-0.3383660305707872,-0.4,-1.7,-0.7,-1.2,6.9,1.6,0.1,1.0,0.7,4625007.8,1.350255,0.5,25.11946775,24.06764101,-1.1,-0.01,-0.3,0.5,0.0,0.4,6.4,-0.5,-0.3,99.945,0.8,-1.2,-0.2,1.495445454545455,0.0,-0.6,2881.0,-0.3,0.5,-0.4,99.258,0.5,7.7,-0.8,1.383545454545455,-10.5,1.495718181818182,-0.9,480.0,0.7,0.0,99.701,1.382540909090909,0.0,-1.47100012441597,0.0437029428668547,0.0437029428668547,0.0437029428668547,0.0437029428668547,0.0437029428668547,0.0437029428668547,0.0437029428668547,0.0401413937302012,0.0401413937302012,0.0401413937302012,0.0401413937302012,0.0401413937302012,0.0401413937302012,0.0401413937302012,0.0018040521787399,0.0018040521787399,0.0018040521787399,0.0018040521787399
60,0.2,-0.005,1.0,0.7,2.1,0.1,1.545719047619048,-10.5,-3.1,484.0,8711.0,-0.5,3274582.0,0.4,-4.1,-11.0,4695560.8,5.4,-0.5,0.9,-0.5,0.633877392520729,100.115,0.4,-0.8,64971.0,0.2,-2.1,-1.4,0.56353,-0.1,0.5,-8.5,2015-09-01,-1.8,-0.7,-0.9,0.9,0.5,0.4,26.86931467,0.569786666666667,1.8,-0.857441696523093,99.701,0.9,0.004,482.0,-0.2,3291776.4,0.5,65088.0,5.5,0.2,2.26802234757253,-0.2,5.6,0.5,0.41,0.4,1.7,2.0,1.0,0.4,0.4,-0.4053508057574919,3.1,0.9,-2.2,-2.4,-2.4,-1.1,0.7,0.4,0.1,4666655.3,1.384638095238095,0.4,23.49331911,25.86377844,1.1,-0.13,-0.2,0.6,0.7,-0.5,-2.7,2.8,0.2,100.008,2.1,-0.9,5.4,1.556039130434782,0.5,-0.2,-550.0,-0.1,0.6,-0.2,99.945,0.5,3.4,0.3,1.41394347826087,-5.4,1.556836363636364,-7.0,481.0,0.4,-0.1,100.163,1.387918181818182,-0.4,13.1849056362498,-0.0916517026117858,-0.0916517026117858,-0.0916517026117858,-0.0916517026117858,-0.0916517026117858,-0.0916517026117858,-0.0916517026117858,-0.0374232183570613,-0.0374232183570613,-0.0374232183570613,-0.0374232183570613,-0.0374232183570613,-0.0374232183570613,-0.0374232183570613,0.0018008034353788,0.0018008034353788,0.0018008034353788,0.0018008034353788
61,2.1,0.01,0.9,-0.1,-0.4,-0.3,1.557247619047619,-5.4,-8.5,484.0,7046.0,-0.1,3291776.4,0.2,-2.9,18.7,4714354.5,5.1,0.7,0.9,-0.4,0.576709573089421,100.257,0.2,0.3,65088.0,0.5,0.2,-0.2,0.569786666666667,1.7,0.5,18.2,2015-12-01,1.2,2.7,-10.5,1.2,0.5,-0.7,19.73385215,0.584433333333333,-2.0,-0.3868453718663239,100.163,0.3,0.0,484.0,-0.9,3305834.8,-0.9,65218.0,5.2,0.5,-13.6463799451127,0.1,5.3,0.4,0.47,-0.1,-1.8,0.3,-0.8,-0.9,1.4,-0.2248239962100487,-3.2,1.6,-0.1,-1.6,3.2,-1.0,-0.1,0.0,0.2,4695560.8,1.398914285714286,1.3,20.27000178,20.02528328,-3.5,0.06,0.1,0.3,0.2,1.0,0.2,1.9,0.5,100.293,3.1,-0.1,-0.7,1.533918181818182,0.1,-0.5,5004.0,0.3,0.3,0.3,100.008,0.5,-0.9,1.2,1.365695454545454,-4.3,1.532622727272727,0.7,483.0,0.3,1.2,100.16,1.3665,0.8,-12.0581979914542,0.0122204763137813,0.0122204763137813,0.0122204763137813,0.0122204763137813,0.0122204763137813,0.0122204763137813,0.0122204763137813,0.0147680811523663,0.0147680811523663,0.0147680811523663,0.0147680811523663,0.0147680811523663,0.0147680811523663,0.0147680811523663,0.0019972959685349,0.0019972959685349,0.0019972959685349,0.0019972959685349
62,5.8,0.005,0.5,2.6,2.6,0.1,1.51897619047619,-4.3,18.2,489.0,9361.0,2.7,3305834.8,0.5,-1.8,1.3,4723051.5,5.1,-0.4,-0.3,-1.3,0.538318649522152,100.253,0.4,1.2,65218.0,0.5,-2.6,3.5,0.584433333333333,-1.4,0.5,-4.7,2016-03-01,-3.6,1.3,-5.4,-0.9,0.5,3.3,19.19098965,0.578846666666667,2.6,-0.5870348184800687,100.16,0.3,-0.006,484.0,-0.4,3323399.0,0.3,65348.0,5.1,0.1,-0.2617550912544,0.3,5.1,1.3,0.1,-0.2,1.1,0.1,-1.8,-1.5,0.1,-0.7903303601339414,2.9,1.5,4.0,-0.9,1.8,-1.5,0.5,-0.6,0.0,4714354.5,1.416823809523809,-0.3,14.27970362,16.54391921,-5.3,0.33,0.3,0.2,0.9,0.5,6.6,-6.0,1.0,99.549,0.7,0.7,-1.3,1.439985714285714,-0.6,0.4,806.0,1.5,0.2,0.5,100.293,0.5,-10.5,-1.3,1.327352380952381,-0.4,1.497726086956522,13.5,487.0,0.0,0.5,100.336,1.375691304347826,-0.4,11.9997078911459,-0.1368608950067521,-0.1368608950067521,-0.1368608950067521,-0.1368608950067521,-0.1368608950067521,-0.1368608950067521,-0.1368608950067521,-0.1379329825233896,-0.1379329825233896,-0.1379329825233896,-0.1379329825233896,-0.1379329825233896,-0.1379329825233896,-0.1379329825233896,0.0019933147290625,0.0019933147290625,0.0019933147290625,0.0019933147290625
63,4.7,0.024,0.7,1.8,0.3,-1.2,1.429614285714286,-0.4,-4.7,495.0,45.0,-0.6,3323399.0,0.1,-0.1,0.4,4750422.5,4.9,2.4,0.2,0.8,0.512698914763216,99.795,0.2,-1.3,65348.0,0.8,-0.7,0.1,0.578846666666667,-0.1,0.5,5.6,2016-06-01,0.2,1.2,-4.3,-0.5,0.5,1.1,14.62080218,0.58958,0.1,-0.6373029304955583,100.336,-0.3,0.0,486.0,-0.5,3340038.5,-0.1,65477.0,5.0,0.0,1.00906247046191,0.3,5.1,-0.3,0.55,0.7,-0.7,-0.6,-0.9,1.2,-0.5,-0.2596421947432991,-0.4,1.4,-0.4,1.0,1.5,3.0,-0.5,0.0,-0.2,4723051.5,1.288966666666667,2.2,18.40975448,17.5476698,-3.2,0.18,0.3,0.3,1.0,2.4,2.4,4.5,1.0,100.232,0.9,2.3,-0.9,1.43122380952381,0.5,1.5,7472.0,1.6,0.3,0.3,99.549,0.5,-5.4,-1.3,1.262166666666667,-7.6,1.4241,-5.0,490.0,-0.7,2.2,100.162,1.279669565217391,1.1,-1.5111258015103,0.0491281571756039,0.0491281571756039,0.0491281571756039,0.0491281571756039,0.0491281571756039,0.0491281571756039,0.0491281571756039,0.2001851597447713,0.2001851597447713,0.2001851597447713,0.2001851597447713,0.2001851597447713,0.2001851597447713,0.2001851597447713,0.0019740466425904,0.0019740466425904,0.0019740466425904,0.0019740466425904
64,-1.1,-0.003,1.4,-0.2,-0.2,1.0,1.452886363636364,-7.6,5.6,496.0,7877.0,-0.7,3340038.5,0.0,-2.4,1.0,4765677.3,5.0,-1.3,0.1,-0.9,0.600006228073253,100.422,0.4,-1.3,65477.0,0.7,0.9,0.2,0.58958,0.2,0.5,-0.8,2016-09-01,0.5,1.6,-0.4,1.1,0.5,0.8,20.47237646,0.58429,-1.4,-0.2813764209480932,100.162,-0.2,-0.005,493.0,-0.4,3350413.5,1.6,65607.0,4.9,0.3,11.0629222436969,0.4,4.9,2.2,0.1,0.8,-1.2,1.1,0.8,0.7,0.3,-0.156730634944773,3.0,0.5,1.2,2.9,11.5,1.4,0.1,-0.5,-0.4,4750422.5,1.285681818181818,0.9,22.80916397,21.85159123,3.7,0.22,0.4,0.2,3.9,-0.3,-0.3,0.7,-0.2,100.571,0.1,3.6,0.0,1.31407619047619,0.1,3.7,7290.0,2.7,0.2,0.5,100.232,0.5,-4.3,-2.4,1.188414285714286,-0.1,1.4209,3.5,493.0,-0.4,0.0,100.624,1.264609090909091,-0.1,12.6052260966289,0.0438216480402283,0.0438216480402283,0.0438216480402283,0.0438216480402283,0.0438216480402283,0.0438216480402283,0.0438216480402283,0.0673695490455044,0.0673695490455044,0.0673695490455044,0.0673695490455044,0.0673695490455044,0.0673695490455044,0.0673695490455044,0.00198542999832,0.00198542999832,0.00198542999832,0.00198542999832
65,0.2,-0.018,3.3,-0.3,-1.0,-1.7,1.310439130434782,-0.1,-0.8,497.0,4682.0,0.3,3350413.5,0.3,-4.2,0.1,4799484.5,4.8,-2.3,0.2,0.0,0.667621355005006,100.898,-0.2,-2.4,65607.0,0.9,-0.3,0.8,0.58429,-1.4,0.25,0.9,2016-12-01,-0.7,2.0,-7.6,1.0,0.25,2.8,22.20242454,0.432933333333333,-0.8,-0.2878856307635715,100.624,0.3,0.001,494.0,0.3,3366598.6,1.0,65697.0,4.8,0.6,-15.0229105669591,0.5,4.8,0.9,-0.18,1.1,-0.8,-1.4,2.7,-1.6,0.1,-0.0491018677166988,-2.7,-0.1,3.4,0.9,-8.4,2.7,-0.5,0.1,-0.7,4765677.3,1.168786956521739,0.9,25.67226268,22.51125053,1.1,0.45,0.5,0.2,6.5,-1.8,2.4,-0.6,1.7,101.205,0.4,3.3,-0.7,1.232928571428572,-0.3,6.3,4941.0,3.6,0.2,0.3,100.571,0.2826086956521739,-0.4,-1.5,1.118966666666667,1.4,1.314204545454545,-1.5,495.0,0.7,0.6,101.138,1.17225,-1.1,-10.4575607565845,0.1404192159732495,0.1404192159732495,0.1404192159732495,0.1404192159732495,0.1404192159732495,0.1404192159732495,0.1404192159732495,0.0139095615185458,0.0139095615185458,0.0139095615185458,0.0139095615185458,0.0139095615185458,0.0139095615185458,0.0139095615185458,0.0013718048378983,0.0013718048378983,0.0013718048378983,0.0013718048378983
66,0.1,-0.012,2.0,0.8,1.0,-0.1,1.243095454545454,1.4,0.9,497.0,5235.0,3.5,3366598.6,0.6,1.2,-2.6,4826088.0,4.6,-1.7,-0.4,0.9,0.716491408894574,101.421,-0.4,-1.5,65697.0,1.0,2.3,-0.4,0.432933333333333,1.2,0.25,-2.0,2017-03-01,2.5,1.1,-0.1,-0.2,0.25,-0.9,23.76059212,0.389163333333333,-0.5,-0.2225599614213873,101.138,-0.1,0.02,498.0,-1.0,3391344.3,-0.9,65787.0,4.7,0.2,5.39782377282663,0.2,4.7,0.9,0.16,3.0,0.0,-0.3,0.2,-0.7,0.1,0.1660195911509688,4.0,2.6,-2.4,-0.7,-2.6,1.4,0.5,2.0,0.2,4799484.5,1.153286363636363,0.0,28.39170686,26.95391733,3.6,0.67,0.2,0.3,6.9,-1.2,-3.7,-3.8,1.5,101.356,-1.2,3.9,0.5,1.234854545454546,0.2,6.3,1780.0,5.6,0.3,-0.1,101.205,0.25,-7.6,0.4,1.161477272727273,0.5,1.246668181818182,0.1,496.0,3.2,1.7,101.9,1.182804545454545,-2.2,16.7635373578275,0.0533425072280578,0.0533425072280578,0.0533425072280578,0.0533425072280578,0.0533425072280578,0.0533425072280578,0.0533425072280578,0.1343958599126022,0.1343958599126022,0.1343958599126022,0.1343958599126022,0.1343958599126022,0.1343958599126022,0.1343958599126022,0.0013699255673775,0.0013699255673775,0.0013699255673775,0.0013699255673775
67,3.9,0.004,-3.1,-0.4,-2.2,0.3,1.24897,0.5,-2.0,502.0,2391.0,0.6,3391344.3,0.2,0.5,-1.0,4849585.8,4.4,0.6,0.2,-0.2,0.754675596670372,102.088,-0.2,0.4,65787.0,0.7,0.2,0.5,0.389163333333333,0.6,0.25,1.3,2017-06-01,-0.7,-0.9,1.4,0.2,0.25,1.7,28.15930314,0.354836666666667,0.3,0.0748359628412353,101.9,0.4,-0.009,499.0,1.0,3420339.3,0.7,65876.0,4.5,0.1,14.5417509755536,0.1,4.6,0.0,0.41,0.5,4.2,-0.2,1.2,0.8,0.5,0.0033624717316834,1.7,1.5,1.2,0.6,-2.4,2.6,0.0,-0.9,-0.8,4826088.0,1.17326,0.7,27.0669802,27.0576761,2.9,0.04,0.1,0.4,8.2,0.4,2.3,-5.3,0.4,102.949,0.4,4.9,1.8,1.26381,0.2,6.8,6520.0,6.1,0.4,0.3,101.356,0.25,-0.1,1.1,1.179675,5.7,1.234821739130435,-2.3,501.0,-0.5,0.7,102.482,1.154843478260869,-0.1,6.78639155991421,0.0003438617553708,0.0003438617553708,0.0003438617553708,0.0003438617553708,0.0003438617553708,0.0003438617553708,0.0003438617553708,-0.0391212465210174,-0.0391212465210174,-0.0391212465210174,-0.0391212465210174,-0.0391212465210174,-0.0391212465210174,-0.0391212465210174,0.0013528508671926,0.0013528508671926,0.0013528508671926,0.0013528508671926
68,-0.1,0.008,4.6,0.5,-0.6,0.7,1.292678260869565,5.7,1.3,504.0,6581.0,0.3,3420339.3,0.1,0.6,3.4,4876737.3,4.3,0.5,0.5,0.0,0.706299141469029,103.309,0.1,1.1,65876.0,0.7,-0.9,0.1,0.354836666666667,-0.9,0.25,0.4,2017-09-01,-0.4,-0.5,0.5,-1.0,0.25,1.2,25.04761323,0.313453333333333,-1.0,0.0916306923168556,102.482,0.2,-0.001,503.0,0.9,3447598.3,0.8,65966.0,4.3,0.2,-23.7518326939574,0.0,4.4,0.7,0.23,-0.7,0.6,-0.1,-0.5,-0.5,0.1,0.0870667791903431,2.7,-0.8,2.7,0.5,-0.2,-0.9,-0.6,-0.1,0.2,4849585.8,1.16925652173913,-0.1,23.55557936,23.71748226,1.7,-0.03,0.0,0.2,4.3,0.8,-0.5,-0.8,0.7,103.215,-1.2,5.3,2.2,1.299433333333334,0.2,5.5,6365.0,5.4,0.2,0.0,102.949,0.25,1.4,2.3,1.128085714285714,-1.1,1.281331818181818,1.6,508.0,0.0,0.5,103.284,1.140331818181818,-1.9,11.1674440348648,-0.0068263105765258,-0.0068263105765258,-0.0068263105765258,-0.0068263105765258,-0.0068263105765258,-0.0068263105765258,-0.0068263105765258,-0.053104100489977,-0.053104100489977,-0.053104100489977,-0.053104100489977,-0.053104100489977,-0.053104100489977,-0.053104100489977,0.0013662031695913,0.0013662031695913,0.0013662031695913,0.0013662031695913
69,-2.9,0.004,-2.1,0.5,-0.1,1.8,1.295130434782609,-1.1,0.4,509.0,2683.0,-1.3,3447598.3,0.2,2.9,0.5,4915191.5,4.3,0.8,0.4,0.2,0.692860717952048,103.785,0.1,2.3,65966.0,0.4,0.1,0.2,0.313453333333333,-0.8,0.25,0.1,2017-12-01,0.3,0.0,5.7,0.4,0.25,-0.9,25.17034334,0.294466666666667,2.8,0.5498420600635574,103.284,0.5,0.018,507.0,-0.6,3473001.8,-0.3,66047.0,4.2,0.2,47.3768309707231,0.3,4.3,-0.1,0.04,1.0,-0.2,1.6,0.0,0.1,0.6,0.7795080421205814,2.4,-0.3,0.5,0.5,4.1,-1.3,1.1,1.8,0.8,4876737.3,1.09684347826087,0.6,27.28465057,25.76842029,0.6,0.43,0.3,0.0,4.2,0.4,-1.7,0.6,0.5,104.242,0.7,6.0,1.2,1.319704545454546,0.5,4.8,5077.0,5.6,0.0,0.0,103.215,0.25,0.5,-3.0,1.122659090909091,-1.4,1.332428571428572,-0.9,509.0,1.8,-0.9,104.131,1.118619047619048,-0.4,10.0777673065603,0.0588406376074362,0.0588406376074362,0.0588406376074362,0.0588406376074362,0.0588406376074362,0.0588406376074362,0.0588406376074362,0.0237611756789012,0.0237611756789012,0.0237611756789012,0.0237611756789012,0.0237611756789012,0.0237611756789012,0.0237611756789012,0.0012279052845405,0.0012279052845405,0.0012279052845405,0.0012279052845405
70,-5.0,0.014,-1.1,0.2,-0.6,3.0,1.321936363636364,-1.4,0.1,510.0,3114.0,2.8,3473001.8,0.2,-20.7,0.8,4970588.0,4.2,0.8,0.0,1.7,0.729520795074802,104.557,0.3,-3.0,66047.0,0.4,-2.6,2.1,0.294466666666667,-3.5,0.5,2.4,2018-03-01,-2.7,-0.3,-1.1,-0.7,0.5,1.5,29.81039626,0.47305,0.0,0.68187131477806,104.131,0.2,-0.002,510.0,-0.8,3501151.8,-3.4,66127.0,4.3,0.1,-18.5240961257195,0.1,4.4,0.6,-0.15,3.2,1.1,2.0,0.2,0.4,-0.1,0.580436213306668,-2.2,0.7,-1.8,0.6,27.4,-1.5,-4.3,-0.2,1.0,4915191.5,1.125881818181818,0.5,31.43556238,29.78228538,-0.7,0.22,0.1,-0.1,4.4,1.4,1.7,2.1,-0.1,104.386,2.3,5.5,2.6,1.381778260869565,0.0,3.8,2643.0,3.7,-0.1,-0.2,104.242,0.4886363636363636,5.7,-1.1,1.1328,-1.3,1.340014285714285,-1.6,512.0,1.3,-0.7,104.929,1.132680952380952,0.1,-8.38608140927485,0.055512093142128,0.055512093142128,0.055512093142128,0.055512093142128,0.055512093142128,0.055512093142128,0.055512093142128,-0.0009429891422717,-0.0009429891422717,-0.0009429891422717,-0.0009429891422717,-0.0009429891422717,-0.0009429891422717,-0.0009429891422717,0.0012112586491437,0.0012112586491437,0.0012112586491437,0.0012112586491437
